age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
45-54,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,None,None,60,United-States,<=50K
25-34,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,None,None,40,Philippines,<=50K
0-18,Private,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,25,United-States,<=50K
35-44,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,40,United-States,>50K
35-44,Private,Some-college,10,Widowed,Sales,Not-in-family,White,Female,None,None,20,United-States,<=50K
35-44,Federal-gov,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,None,None,40,United-States,<=50K
19-24,Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,None,None,20,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,None,None,40,United-States,<=50K
45-54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,None,None,40,United-States,>50K
65+,Private,1st-4th,2,Married-civ-spouse,Other-service,Other-relative,Black,Female,None,None,16,United-States,<=50K
35-44,Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,None,None,70,United-States,>50K
55-64,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,None,None,50,United-States,<=50K
35-44,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,None,None,40,United-States,<=50K
45-54,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,40,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male,None,None,20,United-States,<=50K
65+,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,None,None,36,United-States,<=50K
45-54,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,>50K
19-24,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,None,None,20,United-States,<=50K
35-44,Federal-gov,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,None,None,40,United-States,<=50K
19-24,Private,12th,8,Never-married,Adm-clerical,Other-relative,Black,Male,None,None,48,?,<=50K
35-44,Private,HS-grad,9,Separated,Sales,Unmarried,Black,Female,None,None,25,United-States,<=50K
35-44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,40,United-States,>50K
55-64,Self-emp-inc,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,None,None,45,United-States,<=50K
19-24,?,Some-college,10,Never-married,?,Own-child,White,Female,None,None,40,United-States,<=50K
45-54,Local-gov,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,None,None,65,United-States,>50K
35-44,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,70,United-States,<=50K
25-34,?,Some-college,10,Divorced,?,Unmarried,White,Female,None,None,8,United-States,<=50K
25-34,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,None,None,40,United-States,<=50K
19-24,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,None,None,45,United-States,<=50K
25-34,Federal-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,None,None,60,United-States,>50K
35-44,Private,Bachelors,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,None,None,40,Cuba,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,45,United-States,>50K
25-34,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,None,None,34,United-States,<=50K
25-34,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
45-54,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,40,Poland,>50K
25-34,Private,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,None,None,65,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,35,United-States,<=50K
35-44,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,None,None,50,United-States,<=50K
19-24,?,HS-grad,9,Never-married,?,Other-relative,Amer-Indian-Eskimo,Female,None,None,40,United-States,<=50K
55-64,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,None,40,United-States,>50K
35-44,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,None,None,62,United-States,<=50K
19-24,?,Assoc-voc,11,Never-married,?,Not-in-family,Amer-Indian-Eskimo,Female,None,None,30,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,None,None,40,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Sales,Own-child,Black,Female,None,None,20,United-States,<=50K
45-54,Self-emp-inc,HS-grad,9,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,None,None,84,?,<=50K
25-34,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,None,None,40,Puerto-Rico,<=50K
19-24,?,Assoc-acdm,12,Never-married,?,Other-relative,White,Male,None,None,15,United-States,<=50K
45-54,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,None,None,70,United-States,>50K
19-24,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,None,None,20,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,None,None,40,China,<=50K
25-34,Federal-gov,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,None,None,40,United-States,<=50K
25-34,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,50,United-States,<=50K
19-24,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,None,None,27,United-States,<=50K
45-54,Local-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,30,United-States,<=50K
35-44,Self-emp-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,40,United-States,<=50K
25-34,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,40,United-States,<=50K
65+,Self-emp-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,26,United-States,<=50K
25-34,Self-emp-not-inc,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Black,Male,None,None,30,United-States,<=50K
45-54,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,None,None,50,United-States,<=50K
55-64,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,55,United-States,>50K
35-44,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,40,United-States,<=50K
55-64,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,37,United-States,<=50K
19-24,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,40,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,None,None,30,United-States,<=50K
45-54,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,60,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,None,None,70,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Priv-house-serv,Unmarried,Other,Female,None,None,40,Guatemala,<=50K
35-44,Local-gov,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,None,None,40,United-States,<=50K
45-54,Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,60,United-States,<=50K
19-24,?,Some-college,10,Never-married,?,Not-in-family,White,Female,None,None,35,United-States,<=50K
55-64,Self-emp-not-inc,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,60,United-States,<=50K
45-54,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,40,United-States,>50K
35-44,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,None,None,70,South,>50K
25-34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,35,United-States,<=50K
35-44,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,None,None,40,United-States,>50K
25-34,Private,11th,7,Never-married,Machine-op-inspct,Own-child,Black,Male,None,None,45,United-States,<=50K
45-54,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,None,None,40,United-States,<=50K
35-44,Local-gov,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,None,None,40,United-States,<=50K
25-34,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,40,United-States,<=50K
25-34,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,60,?,>50K
19-24,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,None,None,9,England,<=50K
65+,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,40,Italy,>50K
35-44,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,None,None,40,United-States,<=50K
55-64,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,50,United-States,>50K
0-18,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Female,None,None,23,United-States,<=50K
25-34,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,20,United-States,<=50K
65+,?,HS-grad,9,Widowed,?,Not-in-family,White,Female,None,None,25,United-States,<=50K
25-34,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,40,Columbia,<=50K
65+,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,None,None,10,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,None,None,40,United-States,<=50K
19-24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,37,United-States,<=50K
65+,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,16,United-States,<=50K
35-44,State-gov,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,None,None,40,United-States,>50K
25-34,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,None,None,36,United-States,<=50K
45-54,Private,12th,8,Divorced,Transport-moving,Unmarried,White,Male,None,None,50,United-States,<=50K
19-24,?,11th,7,Married-civ-spouse,?,Wife,White,Female,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,46,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,None,None,40,United-States,<=50K
25-34,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,40,United-States,>50K
25-34,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,None,None,35,United-States,<=50K
35-44,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,70,United-States,<=50K
19-24,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,40,Columbia,<=50K
35-44,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,50,United-States,<=50K
25-34,Private,9th,5,Never-married,Sales,Not-in-family,White,Male,None,None,43,United-States,>50K
0-18,?,HS-grad,9,Never-married,?,Own-child,White,Male,None,None,30,United-States,<=50K
25-34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,None,None,45,United-States,<=50K
25-34,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,None,None,40,United-States,<=50K
25-34,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,40,England,<=50K
35-44,Self-emp-inc,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,50,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,None,None,35,United-States,<=50K
25-34,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,None,None,25,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,40,United-States,<=50K
19-24,Self-emp-not-inc,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,None,None,30,United-States,<=50K
45-54,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,>50K
19-24,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,None,None,20,United-States,<=50K
35-44,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,47,United-States,<=50K
25-34,Private,Some-college,10,Separated,Exec-managerial,Unmarried,Black,Female,None,None,40,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,None,None,32,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,None,None,10,United-States,<=50K
25-34,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,None,None,40,United-States,<=50K
25-34,Private,5th-6th,3,Never-married,Transport-moving,Not-in-family,White,Male,None,None,40,?,<=50K
19-24,Private,Bachelors,13,Never-married,Sales,Own-child,White,Female,None,None,40,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Female,None,None,20,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,None,None,40,Mexico,<=50K
19-24,Private,9th,5,Never-married,Machine-op-inspct,Unmarried,White,Male,None,None,40,Guatemala,<=50K
35-44,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,40,United-States,>50K
0-18,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,40,United-States,<=50K
19-24,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,None,None,40,United-States,<=50K
35-44,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,17,United-States,<=50K
45-54,Local-gov,Masters,14,Divorced,Prof-specialty,Own-child,White,Female,None,None,55,United-States,<=50K
35-44,Local-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,40,United-States,>50K
35-44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,50,United-States,>50K
25-34,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,None,None,40,United-States,<=50K
45-54,Local-gov,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Black,Male,None,None,40,United-States,<=50K
25-34,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,None,40,United-States,>50K
0-18,Private,11th,7,Never-married,Sales,Own-child,Black,Female,None,None,30,United-States,<=50K
25-34,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,48,United-States,<=50K
45-54,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,45,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,None,None,50,United-States,<=50K
55-64,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,30,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,40,United-States,<=50K
65+,Private,HS-grad,9,Separated,Machine-op-inspct,Other-relative,White,Female,None,None,40,United-States,<=50K
35-44,Private,Bachelors,13,Separated,Craft-repair,Not-in-family,White,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,None,None,40,United-States,<=50K
25-34,Local-gov,5th-6th,3,Never-married,Other-service,Unmarried,Other,Female,None,None,40,El-Salvador,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,40,United-States,<=50K
45-54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,60,United-States,>50K
19-24,Private,Bachelors,13,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,None,None,40,Taiwan,<=50K
19-24,Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,None,None,40,United-States,<=50K
45-54,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,None,None,40,United-States,<=50K
55-64,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,40,United-States,>50K
